userName,score,content,publishTime,replyCount,usefulCount,touristType,ipLocatedName,content_cleaned,publish_datetime,date,month,weekday,hour,season,content_length,score_level,high_useful,情感得分,情感类别,风景_得分,服务_得分,餐饮_得分,住宿_得分,交通_得分,综合维度分,主要维度
coconuts,5.0,"夜幕下的东方明珠，是上海最耀眼的城市名片。抬头仰望，塔身灯光流转，红金与粉紫光影交替，将现代建筑的浪漫与震撼拉满。登塔俯瞰，黄浦江两岸风光尽收眼底：一侧是外滩万国建筑博览群，复古鎏金的楼宇在江面映出粼粼波光；另一侧是陆家嘴摩天集群，上海中心、环球金融中心与明珠交相辉映，尽显魔都繁华。
夜游是最佳打开方式，既能避开白日人流，又能沉浸式感受“夜上海”的魅力。塔内259米全透明悬空观光廊，脚下是百米高空，刺激又出片；267米旋转餐厅可边享美食边360°赏景。建议搭配黄浦江游船，从江面远眺明珠与外滩，视角更绝。这里是来沪必打卡的地标，用一场璀璨夜景，读懂上海的过去与未来。",1775807840000,0,0,家庭亲子,上海,夜幕下的东方明珠，是上海最耀眼的城市名片。抬头仰望，塔身灯光流转，红金与粉紫光影交替，将现代建筑的浪漫与震撼拉满。登塔俯瞰，黄浦江两岸风光尽收眼底：一侧是外滩万国建筑博览群，复古鎏金的楼宇在江面映出粼粼波光；另一侧是陆家嘴摩天集群，上海中心、环球金融中心与明珠交相辉映，尽显魔都繁华。 夜游是最佳打开方式，既能避开白日人流，又能沉浸式感受夜上海的魅力。塔内259米全透明悬空观光廊，脚下是百米高空，刺激又出片；267米旋转餐厅可边享美食边360赏景。建议搭配黄浦江游船，从江面远眺明珠与外滩，视角更绝。这里是来沪必打卡的地标，用一场璀璨夜景，读懂上海的过去与未来。,2026-04-10 15:57:20,2026-04-10,4,4,15,春季,282,高,False,1.0,正面,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.26666666666666666,风景
匿名用户,5.0,东方明珠电视塔位于上海浦东新区陆家嘴，是上海著名的地标建筑，是展示上海改革开放成果和城市发展的景区，登上塔顶，魔都上海和浦江两岸的风景一览无余，尤其是夜景更加迷人，是到上海必打卡的地方。,1768174590000,0,0,家庭亲子,上海,东方明珠电视塔位于上海浦东新区陆家嘴，是上海著名的地标建筑，是展示上海改革开放成果和城市发展的景区，登上塔顶，魔都上海和浦江两岸的风景一览无余，尤其是夜景更加迷人，是到上海必打卡的地方。,2026-01-12 07:36:30,2026-01-12,1,0,7,冬季,93,高,False,0.9999999999003775,正面,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,风景
月光下的等待,5.0,上海地标实至名归！468米东方明珠太震撼 。263米主观光层360°俯瞰，外滩万国建筑、黄浦江与陆家嘴高楼尽收眼底 。259米全透明玻璃廊桥超刺激，凌空漫步拍照超出片 。塔底历史陈列馆值得细看，老上海风情满满。傍晚登塔，一次看尽日落与璀璨夜景，灯光亮起时美到窒息 。携程购票便捷，体验超棒，来上海必打卡！,1777402061000,0,0,家庭亲子,河北,上海地标实至名归！468米东方明珠太震撼 。263米主观光层360俯瞰，外滩万国建筑、黄浦江与陆家嘴高楼尽收眼底 。259米全透明玻璃廊桥超刺激，凌空漫步拍照超出片 。塔底历史陈列馆值得细看，老上海风情满满。傍晚登塔，一次看尽日落与璀璨夜景，灯光亮起时美到窒息 。携程购票便捷，体验超棒，来上海必打卡！,2026-04-29 02:47:41,2026-04-29,4,2,2,春季,151,高,False,0.9999999903695954,正面,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,风景
没有糖的喵丶,5.0,"外滩是上海的城市名片，也是来沪必游之地。黄浦江畔矗立着52幢风格各异的万国建筑，哥特式、巴洛克式等建筑鳞次栉比，尽显百年历史底蕴，与对岸陆家嘴的摩天大楼隔江相望，古今交融、中西碰撞的景观极具震撼力。
 
白天可细细观赏建筑细节，感受老上海的风情；傍晚华灯初上，建筑群灯火璀璨，搭配陆家嘴的霓虹夜景，是外滩最美的时刻。沿线观景台视野开阔，漫步江边，江风拂面，十分惬意。周边交通便利，紧邻南京路步行街，可串联游玩。
 
不足之处在于节假日人流量极大，拍照和游览都较为拥挤，江边风大，需注意天气。整体而言，外滩免费开放、景观独特，兼具历史与现代美感，是体验上海城市魅力的核心景点，非常值得一游。",1770729290000,0,1,家庭亲子,福建,外滩是上海的城市名片，也是来沪必游之地。黄浦江畔矗立着52幢风格各异的万国建筑，哥特式、巴洛克式等建筑鳞次栉比，尽显百年历史底蕴，与对岸陆家嘴的摩天大楼隔江相望，古今交融、中西碰撞的景观极具震撼力。 白天可细细观赏建筑细节，感受老上海的风情；傍晚华灯初上，建筑群灯火璀璨，搭配陆家嘴的霓虹夜景，是外滩最美的时刻。沿线观景台视野开阔，漫步江边，江风拂面，十分惬意。周边交通便利，紧邻南京路步行街，可串联游玩。 不足之处在于节假日人流量极大，拍照和游览都较为拥挤，江边风大，需注意天气。整体而言，外滩免费开放、景观独特，兼具历史与现代美感，是体验上海城市魅力的核心景点，非常值得一游。,2026-02-10 21:14:50,2026-02-10,2,1,21,冬季,290,高,True,1.0,正面,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,风景
匿名用户,5.0,值得上去看一看，华灯初上的时候挺惊艳的，能看到很远。一楼的上海陈列馆也相当不错，布局很合理，值得一看。旋转餐厅本着来都来了，买了门票进来的，吃一吃也挺好的,1783091554000,0,0,家庭亲子,江苏,值得上去看一看，华灯初上的时候挺惊艳的，能看到很远。一楼的上海陈列馆也相当不错，布局很合理，值得一看。旋转餐厅本着来都来了，买了门票进来的，吃一吃也挺好的,2026-07-03 23:12:34,2026-07-03,7,4,23,夏季,77,高,False,0.9999809411656153,正面,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.2,餐饮
_TI***e2,5.0,当天订了7点钟，下午先到观光。最后到地下一层参观上海历史发展陈列馆内容非常丰富，虽然迟到了10分钟左右，食自助餐，但也没有影响，自助餐食物非常丰富，也推荐家人有机会来上海一定要再来吃,1780062406000,0,0,单独旅行,未知,当天订了7点钟，下午先到观光。最后到地下一层参观上海历史发展陈列馆内容非常丰富，虽然迟到了10分钟左右，食自助餐，但也没有影响，自助餐食物非常丰富，也推荐家人有机会来上海一定要再来吃,2026-05-29 21:46:46,2026-05-29,5,4,21,春季,91,高,False,0.9992556643728789,正面,0.0,0.0,0.3333333333333333,0.0,0.0,0.06666666666666667,餐饮
无亦乐乐,5.0,"东方明珠广播电视塔，上海地标，位于浦东陆家嘴黄浦江畔，与外滩隔江相望。上海土著大概有90%的人都没去过东方明珠，也包括我。
用携程黑钻的权益兑换的门票，好巧不巧挑了个下雨天去的，好处是这天游客很少门口没排队，俯瞰黄浦江两岸还是很非常漂亮的。",1778972776000,0,0,单独旅行,上海,东方明珠广播电视塔，上海地标，位于浦东陆家嘴黄浦江畔，与外滩隔江相望。上海土著大概有90的人都没去过东方明珠，也包括我。 用携程黑钻的权益兑换的门票，好巧不巧挑了个下雨天去的，好处是这天游客很少门口没排队，俯瞰黄浦江两岸还是很非常漂亮的。,2026-05-17 07:06:16,2026-05-17,5,6,7,春季,119,高,False,0.9945821510385181,正面,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.13333333333333333,风景
暴宝妮,5.0,"观光：位于263米的主观光层和259米的全透明悬空观光廊，可360度无死角欣赏上海全景，黄浦江、外滩万国建筑群、陆家嘴金融区尽收眼底。一般来上海拍照打卡地。其中，259米处的悬空观光廊是其独特体验，周长150米，宽2.1米的透明玻璃廊道，带来“云端漫步”的感觉。

塔底的上海城市历史发展陈列馆，通过大量珍贵文物、蜡像和微缩模型，展现了上海从近代到现代的历史变迁。

位于267米的空中旋转餐厅，提供自助餐，餐厅约每两小时旋转一周，用餐时可俯瞰申城景色。",1763645314000,0,4,朋友出游,上海,观光：位于263米的主观光层和259米的全透明悬空观光廊，可360度无死角欣赏上海全景，黄浦江、外滩万国建筑群、陆家嘴金融区尽收眼底。一般来上海拍照打卡地。其中，259米处的悬空观光廊是其独特体验，周长150米，宽21米的透明玻璃廊道，带来云端漫步的感觉。 塔底的上海城市历史发展陈列馆，通过大量珍贵文物、蜡像和微缩模型，展现了上海从近代到现代的历史变迁。 位于267米的空中旋转餐厅，提供自助餐，餐厅约每两小时旋转一周，用餐时可俯瞰申城景色。,2025-11-20 21:28:34,2025-11-20,11,3,21,秋季,222,高,True,1.0,正面,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.2,风景
coconuts,5.0,"东方明珠是上海的城市名片，更是俯瞰魔都全景的绝佳窗口。春日夜晚，粉樱与玫红灯塔同框，浪漫氛围感拉满，随手一拍就是刷屏朋友圈的大片。登塔而入，全透明玻璃观景台带来极致震撼，脚下是鳞次栉比的摩天楼群，黄浦江蜿蜒流淌，两岸灯火璀璨，新旧上海在此交织。
 
从高空俯瞰，陆家嘴天际线尽收眼底，江面上游船穿梭，楼宇霓虹闪烁，将魔都的繁华与浪漫展现得淋漓尽致。建议傍晚登塔，既能看日落余晖染亮天际，又能等夜幕降临，沉浸式感受万家灯火的震撼。这里不仅是地标打卡地，更是读懂上海、爱上上海的最佳视角，来沪旅行绝对不可错过。",1775401454000,1,0,家庭亲子,上海,东方明珠是上海的城市名片，更是俯瞰魔都全景的绝佳窗口。春日夜晚，粉樱与玫红灯塔同框，浪漫氛围感拉满，随手一拍就是刷屏朋友圈的大片。登塔而入，全透明玻璃观景台带来极致震撼，脚下是鳞次栉比的摩天楼群，黄浦江蜿蜒流淌，两岸灯火璀璨，新旧上海在此交织。 从高空俯瞰，陆家嘴天际线尽收眼底，江面上游船穿梭，楼宇霓虹闪烁，将魔都的繁华与浪漫展现得淋漓尽致。建议傍晚登塔，既能看日落余晖染亮天际，又能等夜幕降临，沉浸式感受万家灯火的震撼。这里不仅是地标打卡地，更是读懂上海、爱上上海的最佳视角，来沪旅行绝对不可错过。,2026-04-05 23:04:14,2026-04-05,4,6,23,春季,251,高,False,1.0,正面,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,风景
TheNemesis,5.0,如今东方明珠塔的体验已经好过陆家嘴三件套了，玻璃走廊和博物馆游览内容特别丰富。另外，旋转餐厅要来早一点，否则的话菜都凉了。,1782717216000,0,0,单独旅行,上海,如今东方明珠塔的体验已经好过陆家嘴三件套了，玻璃走廊和博物馆游览内容特别丰富。另外，旋转餐厅要来早一点，否则的话菜都凉了。,2026-06-29 15:13:36,2026-06-29,6,0,15,夏季,61,高,False,0.9918895914344362,正面,0.0,0.0,0.6666666666666666,0.0,0.0,0.13333333333333333,餐饮
新郑筷子旅行社,5.0,"东方明珠位于中国上海市浦东新区，是上海的标志性建筑之一。它于1991年5月投入使用，总高度468米，是亚洲第二高塔，世界第五高塔。

东方明珠塔的设计灵感来源于中国古代的宝塔和西方的现代建筑，塔身由下、中、上三个球体和一个塔尖组成，象征着过去、现在和未来。塔内设有上海历史博物馆、上海城市历史发展陈列馆和上海陈毅广场等景点。

此外，东方明珠塔还是上海电视台和上海人民广播电台的信号发射台。在塔的观光层，游客可以俯瞰上海市区的全景，夜晚的灯光秀更是美不胜收。

东方明珠塔已经成为上海市的一张名片，每年吸引着大量",1773498245000,0,0,朋友出游,上海,东方明珠位于中国上海市浦东新区，是上海的标志性建筑之一。它于1991年5月投入使用，总高度468米，是亚洲第二高塔，世界第五高塔。 东方明珠塔的设计灵感来源于中国古代的宝塔和西方的现代建筑，塔身由下、中、上三个球体和一个塔尖组成，象征着过去、现在和未来。塔内设有上海历史博物馆、上海城市历史发展陈列馆和上海陈毅广场等景点。 此外，东方明珠塔还是上海电视台和上海人民广播电台的信号发射台。在塔的观光层，游客可以俯瞰上海市区的全景，夜晚的灯光秀更是美不胜收。 东方明珠塔已经成为上海市的一张名片，每年吸引着大量,2026-03-14 22:24:05,2026-03-14,3,5,22,春季,253,高,False,0.9999999999999993,正面,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,风景
匿名用户,5.0,买了二球联票，周四下午玩了三个小时，很不错。跟多年前不一样，小店小铺，各种娱乐设备也特别多。但主体观光项目还是非常赞的，很值回票。二球看风景，透明观光层都是必来项目。旋转巨幕光影秀也很不错。一层的上海历史展览也很惊艳，蜡像全都栩栩如生。这次来有点意犹未尽，下次还要来玩。,1782458894000,0,0,家庭亲子,江苏,买了二球联票，周四下午玩了三个小时，很不错。跟多年前不一样，小店小铺，各种娱乐设备也特别多。但主体观光项目还是非常赞的，很值回票。二球看风景，透明观光层都是必来项目。旋转巨幕光影秀也很不错。一层的上海历史展览也很惊艳，蜡像全都栩栩如生。这次来有点意犹未尽，下次还要来玩。,2026-06-26 15:28:14,2026-06-26,6,4,15,夏季,135,高,False,0.9999999871901747,正面,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,风景
匿名用户,5.0,2026年春节带娃登东方明珠，真是明智之选！一览无余的申城美景让孩子兴奋不已，脚下的透明悬廊更是考验勇气的好地方。空中旋转餐厅的年夜饭氛围十足，孩子吃得开心。全家在263米观光层合影，年味与童趣交织，留下了温馨难忘的新春回忆。,1772113415000,1,3,家庭亲子,江苏,2026年春节带娃登东方明珠，真是明智之选！一览无余的申城美景让孩子兴奋不已，脚下的透明悬廊更是考验勇气的好地方。空中旋转餐厅的年夜饭氛围十足，孩子吃得开心。全家在263米观光层合影，年味与童趣交织，留下了温馨难忘的新春回忆。,2026-02-26 21:43:35,2026-02-26,2,3,21,冬季,113,高,True,0.9999999995465929,正面,0.6666666666666666,0.0,1.0,0.0,0.0,0.3333333333333333,餐饮
一颗甜美的糖豆丝,5.0,陪父母来上海，他们都希望去东方明珠。毕竟是上海的一个有名的标志，登到二球以后视野非常好。可以俯瞰黄浦江，俯瞰外滩建筑。玻璃栈道也非常好，克服恐惧以后，在上面行走也是非常从容惬意的。我们登上了三球，三球看外面的视野没有那么好，主要有一些太空的内容。又回到一球以后，还有一个环形的荧幕也挺好看的。,1772621795000,0,0,陪同父母,山东,陪父母来上海，他们都希望去东方明珠。毕竟是上海的一个有名的标志，登到二球以后视野非常好。可以俯瞰黄浦江，俯瞰外滩建筑。玻璃栈道也非常好，克服恐惧以后，在上面行走也是非常从容惬意的。我们登上了三球，三球看外面的视野没有那么好，主要有一些太空的内容。又回到一球以后，还有一个环形的荧幕也挺好看的。,2026-03-04 18:56:35,2026-03-04,3,2,18,春季,146,高,False,0.999999999984537,正面,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,风景
深海1983,5.0,值得一去，非常震撼，在263米高空能俯视黄浦江，高空玻璃栈道，更是惊险刺激。一楼的上海历史陈列馆跨越了一万多米的展厅，内容丰富，再现了上海的历史过往。,1771582829000,0,0,家庭亲子,安徽,值得一去，非常震撼，在263米高空能俯视黄浦江，高空玻璃栈道，更是惊险刺激。一楼的上海历史陈列馆跨越了一万多米的展厅，内容丰富，再现了上海的历史过往。,2026-02-20 18:20:29,2026-02-20,2,4,18,冬季,75,高,False,0.9998709145192226,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
SallySallyli,5.0,"打卡东方明珠电视塔
一开始纠结买2球还是3球。后来做了下攻略。去到2球就够了（第三个球偏小 没啥上去的必要） 第二个球可以俯瞰黄浦江两岸",1782986655000,0,0,单独旅行,广东,打卡东方明珠电视塔 一开始纠结买2球还是3球。后来做了下攻略。去到2球就够了（第三个球偏小 没啥上去的必要） 第二个球可以俯瞰黄浦江两岸,2026-07-02 18:04:15,2026-07-02,7,3,18,夏季,68,高,False,0.9186203686729987,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
nh****lee,5.0,套票方便进入，直达观光层，夜色迷离，魔都魅力无限！旋转餐厅的出品维持五星水准，而且外层都是玻璃幕墙，边品尝美食边欣赏美景，一大快事，一家人都非常满意👍,1764233082000,0,1,家庭亲子,广东,套票方便进入，直达观光层，夜色迷离，魔都魅力无限！旋转餐厅的出品维持五星水准，而且外层都是玻璃幕墙，边品尝美食边欣赏美景，一大快事，一家人都非常满意,2025-11-27 16:44:42,2025-11-27,11,3,16,秋季,74,高,True,0.9999999998412132,正面,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,风景
Chole1028,4.0,这次买的是3环联票，第一环的底下的透明玻璃还是比较好拍，第二环跟第三环拍的景的雾茫茫的，不过第三环大部分还是太空舱为主也是蛮好拍的,1780548972000,0,0,朋友出游,中国台湾,这次买的是3环联票，第一环的底下的透明玻璃还是比较好拍，第二环跟第三环拍的景的雾茫茫的，不过第三环大部分还是太空舱为主也是蛮好拍的,2026-06-04 12:56:12,2026-06-04,6,3,12,夏季,65,高,False,0.995426202500013,正面,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,风景
匿名用户,5.0,东方明珠塔系上海嘅地标级景点，登塔后嘅景观非常震撼，可以 360 度俯瞰浦东同外滩景色，夜景尤其迷人。透明观光廊行上去有少少刺激，但好值得体验。场馆内嘅城市历史展览都做得好用心，适合一家大小参观。整体安排有序，体验感好强，第一次来上海一定要来。,1771809427000,0,0,家庭亲子,未知,东方明珠塔系上海嘅地标级景点，登塔后嘅景观非常震撼，可以 360 度俯瞰浦东同外滩景色，夜景尤其迷人。透明观光廊行上去有少少刺激，但好值得体验。场馆内嘅城市历史展览都做得好用心，适合一家大小参观。整体安排有序，体验感好强，第一次来上海一定要来。,2026-02-23 09:17:07,2026-02-23,2,0,9,冬季,122,高,False,0.9999998670143958,正面,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,风景
匿名用户,5.0,"视野震撼：263米主观光层360°俯瞰黄浦江、外滩万国建筑与陆家嘴摩天楼。
刺激体验：259米全透明玻璃廊桥，脚下百米高空，云端漫步超刺激，拍照氛围感拉满。
地标情怀：468米高塔，上海象征，打卡意义强，灯光秀节日氛围足。",1781444407000,0,0,家庭亲子,上海,视野震撼：263米主观光层360俯瞰黄浦江、外滩万国建筑与陆家嘴摩天楼。 刺激体验：259米全透明玻璃廊桥，脚下百米高空，云端漫步超刺激，拍照氛围感拉满。 地标情怀：468米高塔，上海象征，打卡意义强，灯光秀节日氛围足。,2026-06-14 21:40:07,2026-06-14,6,6,21,夏季,110,高,False,0.9999999983041572,正面,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,风景
匿名用户,5.0,"上海不愧为我国金融大都市，不分淡旺季，走到哪里都人山人海，感觉氧气都不够了…夜景真很美
从小在大城市生活，还是更钟情于山川河流海边，人少安静些的地方！
自助餐厅环境不错，品种也挺多，食物新鲜，不错！",1775909789000,0,0,单独旅行,安徽,上海不愧为我国金融大都市，不分淡旺季，走到哪里都人山人海，感觉氧气都不够了夜景真很美 从小在大城市生活，还是更钟情于山川河流海边，人少安静些的地方！ 自助餐厅环境不错，品种也挺多，食物新鲜，不错！,2026-04-11 20:16:29,2026-04-11,4,5,20,春季,98,高,False,0.9999999999770253,正面,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,风景
