userName,score,content,publishTime,replyCount,usefulCount,touristType,ipLocatedName,content_cleaned,publish_datetime,date,month,weekday,hour,season,content_length,score_level,high_useful,情感得分,情感类别,风景_得分,服务_得分,餐饮_得分,住宿_得分,交通_得分,综合维度分,主要维度
YoYo_3Z7Q6C7X,5.0,湖南常德野生动物世界有超多可爱呆萌的小型动物和刚出生的幼崽，百分之八十五的动物可以近距离接触，让你和你的家人和朋友体验不一样的野生动物园,1753440488000,0,0,家庭亲子,湖南,湖南常德野生动物世界有超多可爱呆萌的小型动物和刚出生的幼崽，百分之八十五的动物可以近距离接触，让你和你的家人和朋友体验不一样的野生动物园,2025-07-25 18:48:08,2025-07-25,7,4,18,夏季,68,高,False,0.9999991565527633,正面,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,风景
YoYo_9L6M4U0A,5.0,我是7月初从内蒙古一路到湖南游玩，它们这里分车行区和步行区，园区较大动物较多，最可爱有萌萌的卡皮巴拉那个水豚，大嘴巴河马和会跳钢管舞的黑熊。快出园时经过它们一个大商店还给孩子买了毛绒公仔玩具，总结一下:一天不错的体验，给个赞👍,1753441483000,0,0,家庭亲子,内蒙古,我是7月初从内蒙古一路到湖南游玩，它们这里分车行区和步行区，园区较大动物较多，最可爱有萌萌的卡皮巴拉那个水豚，大嘴巴河马和会跳钢管舞的黑熊。快出园时经过它们一个大商店还给孩子买了毛绒公仔玩具，总结一下一天不错的体验，给个赞,2025-07-25 19:04:43,2025-07-25,7,4,19,夏季,111,高,False,0.9981337283228818,正面,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.2,交通
YoYo_9G9H7X9U,5.0,周末带娃去了常德野生动物园，体验感真的超预期！步行区也藏着不少惊喜，萌宠乐园里能亲手喂羊驼和小香猪，毛茸茸的超温顺。森林剧场的动物表演很精彩，孩子全程都没舍得眨眼。最贴心的是儿童乐园，旋转木马、小火车这些项目全免费，娃玩到不想走。工作人员都很耐心，会提醒怎么安全互动，指示牌也清晰，完全不用担心迷路。中午在园区餐厅吃了常德米粉，味道正宗还不贵。整体逛下来，动物种类多、互动性强，性价比超高，绝对是亲子游的宝藏地，已经推荐给身边所有宝妈了！,1753442537000,0,0,家庭亲子,湖南,周末带娃去了常德野生动物园，体验感真的超预期！步行区也藏着不少惊喜，萌宠乐园里能亲手喂羊驼和小香猪，毛茸茸的超温顺。森林剧场的动物表演很精彩，孩子全程都没舍得眨眼。最贴心的是儿童乐园，旋转木马、小火车这些项目全免费，娃玩到不想走。工作人员都很耐心，会提醒怎么安全互动，指示牌也清晰，完全不用担心迷路。中午在园区餐厅吃了常德米粉，味道正宗还不贵。整体逛下来，动物种类多、互动性强，性价比超高，绝对是亲子游的宝藏地，已经推荐给身边所有宝妈了！,2025-07-25 19:22:17,2025-07-25,7,4,19,夏季,219,高,False,1.0,正面,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.4666666666666666,餐饮
YoYo_5Q8C4C7J,5.0,动物园还可以,1783579018000,0,0,家庭亲子,湖南,动物园还可以,2026-07-09 14:36:58,2026-07-09,7,3,14,夏季,6,高,False,0.8168543518029496,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
匿名用户,5.0,还不错 小朋友都很喜欢,1783687565000,0,0,家庭亲子,湖北,还不错 小朋友都很喜欢,2026-07-10 20:46:05,2026-07-10,7,4,20,夏季,11,高,False,0.9857007292102398,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
YoYo_2I0C4F4E,5.0,园区很大，有200多种5000多只动物可以看到，分两个区游玩，一个车行区、一个步行区。还有免费游乐场可以玩，森林剧场、东北虎跳水、飞鸟秀等等都是免费，是一个不错的游玩胜地，推荐！,1753442233000,0,0,,湖南,园区很大，有200多种5000多只动物可以看到，分两个区游玩，一个车行区、一个步行区。还有免费游乐场可以玩，森林剧场、东北虎跳水、飞鸟秀等等都是免费，是一个不错的游玩胜地，推荐！,2025-07-25 19:17:13,2025-07-25,7,4,19,夏季,89,高,False,0.9969045958794441,正面,0.0,0.0,0.0,0.0,0.3333333333333333,0.06666666666666667,交通
YoYo_2F3I7O7D,5.0,值得去，约会，亲子都推荐，非常不错，看到非常多的动物，跟动物互动特别棒，印象最深的就是小动物幼儿园的小狐猴一家，约上三五好友逛累了还可以打个小牌👍👍👍👍👍👍👍,1753446299000,0,0,朋友出游,湖南,值得去，约会，亲子都推荐，非常不错，看到非常多的动物，跟动物互动特别棒，印象最深的就是小动物幼儿园的小狐猴一家，约上三五好友逛累了还可以打个小牌,2025-07-25 20:24:59,2025-07-25,7,4,20,夏季,72,高,False,0.9999999617862704,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
匿名用户,4.0,成人180儿童120自驾票150，总花费990有点小贵，但园内儿童游乐场免费玩、近距离投喂小动物互动，坐了青蛙跳、彩虹滑道、碰碰车、涉水徒步等，投喂动物可以事先准备胡萝卜，只是天气有点热暴晒、动物都在室内或树荫下避暑，适合春天和秋天游玩。,1756565191000,0,0,家庭亲子,湖南,成人180儿童120自驾票150，总花费990有点小贵，但园内儿童游乐场免费玩、近距离投喂小动物互动，坐了青蛙跳、彩虹滑道、碰碰车、涉水徒步等，投喂动物可以事先准备胡萝卜，只是天气有点热暴晒、动物都在室内或树荫下避暑，适合春天和秋天游玩。,2025-08-30 22:46:31,2025-08-30,8,5,22,夏季,119,高,False,0.9999911276170232,正面,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.2,交通
YoYo_5Y9M6C5Z,5.0,最近去常德野生动物世界，体验感又升级了！2500亩的园区逛起来依旧过瘾，200多种动物各有各的萌点——长颈鹿伸着脖子要树叶，金丝猴在树间荡秋千，自驾区的羊驼还是会追着车窗讨食，那股子热情劲儿太治愈了。最明显的改善是人流高峰时的人工分流做得很到位！上次节假日去还担心人挤人，这次看到工作人员在关键路口引导，哪里人多就及时疏导，逛起来顺畅多了，尤其是动物幼儿园和猛兽区这些热门点位，不用再扎堆排队。园区还新增了游览车，虽然数量不算特别多，但比起之前确实方便了些，不想走路的时候能及时坐上，这点值得点赞。不过充电宝确实是“限定款”，目前只有游客中心能找到，要是在步行区多放几个就更贴心啦～餐饮区这次尝到了常德本地的酱板鸭，辣得够味，就是选择还能再丰富点。总体来说，园区在慢慢变好，尤其是人工分流解决了大问题，不管是带娃还是和朋友来，都能踏踏实实看动物、享乐趣，值得一来～,1753442496000,0,0,单独旅行,湖南,最近去常德野生动物世界，体验感又升级了！2500亩的园区逛起来依旧过瘾，200多种动物各有各的萌点长颈鹿伸着脖子要树叶，金丝猴在树间荡秋千，自驾区的羊驼还是会追着车窗讨食，那股子热情劲儿太治愈了。最明显的改善是人流高峰时的人工分流做得很到位！上次节假日去还担心人挤人，这次看到工作人员在关键路口引导，哪里人多就及时疏导，逛起来顺畅多了，尤其是动物幼儿园和猛兽区这些热门点位，不用再扎堆排队。园区还新增了游览车，虽然数量不算特别多，但比起之前确实方便了些，不想走路的时候能及时坐上，这点值得点赞。不过充电宝确实是限定款，目前只有游客中心能找到，要是在步行区多放几个就更贴心啦餐饮区这次尝到了常德本地的酱板鸭，辣得够味，就是选择还能再丰富点。总体来说，园区在慢慢变好，尤其是人工分流解决了大问题，不管是带娃还是和朋友来，都能踏踏实实看动物、享乐趣，值得一来,2025-07-25 19:21:36,2025-07-25,7,4,19,夏季,376,高,False,0.9999999999680032,正面,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,交通
最帅到的旅途,5.0,"常德野生动物世界是中南六省最大野生王国！数千只五大洲神兽萌宠齐聚，沉浸式互动！

▪️ 开车勇闯猛兽区，与非洲狮对视3秒，心跳加速到180！

▪️ 喂长颈鹿吃胡萝卜，被它30cm长舌头卷走手指的奇妙触感

▪️ 安全指导下rua白虎幼崽！软萌爪子搭在手心的治愈时刻

▫️ 直升机俯瞰原始丛林、马术骑乘、动物剧场…10+硬核项目玩到不想走！

▪️ 西洞庭湖湿地：万鸟齐飞遮天蔽日，候鸟季（11月-3月）来此，鸡皮疙瘩掉一地！🦅",1753890464000,0,0,家庭亲子,重庆,常德野生动物世界是中南六省最大野生王国！数千只五大洲神兽萌宠齐聚，沉浸式互动！  开车勇闯猛兽区，与非洲狮对视3秒，心跳加速到180！  喂长颈鹿吃胡萝卜，被它30cm长舌头卷走手指的奇妙触感  安全指导下rua白虎幼崽！软萌爪子搭在手心的治愈时刻  直升机俯瞰原始丛林、马术骑乘、动物剧场10硬核项目玩到不想走！  西洞庭湖湿地：万鸟齐飞遮天蔽日，候鸟季（11月3月）来此，鸡皮疙瘩掉一地！,2025-07-30 23:47:44,2025-07-30,7,2,23,夏季,196,高,False,0.9999999998889746,正面,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.2,风景
YoYo_0I2I9T9B,5.0,非常棒的动物园，车行区可以近距离观察动物，随时停车，还提供动物喂食互动，关键是可以无限往返，玩到满意。步行区也能租个电动车代步，动物互动体验很强,1744097580000,0,0,朋友出游,辽宁,非常棒的动物园，车行区可以近距离观察动物，随时停车，还提供动物喂食互动，关键是可以无限往返，玩到满意。步行区也能租个电动车代步，动物互动体验很强,2025-04-08 15:33:00,2025-04-08,4,1,15,春季,72,高,False,0.9999999999275666,正面,0.0,0.0,0.0,0.0,0.6666666666666666,0.13333333333333333,交通
匿名用户,2.0,太夸大宣传了，就叫门票贵的动物园好啦，自驾区又窄又难停车，能互动的动物就几只羊，其实就是其他动物园普通的动物而已，没有珍稀品种，大熊猫都没有，，动物也基本都是关在铁笼子里的，除了门票其他没法跟长隆比啊，中午就餐的更是一言难尽，太失望了,1746416824000,1,2,家庭亲子,湖北,太夸大宣传了，就叫门票贵的动物园好啦，自驾区又窄又难停车，能互动的动物就几只羊，其实就是其他动物园普通的动物而已，没有珍稀品种，大熊猫都没有，，动物也基本都是关在铁笼子里的，除了门票其他没法跟长隆比啊，中午就餐的更是一言难尽，太失望了,2025-05-05 11:47:04,2025-05-05,5,0,11,春季,117,低,True,0.5577089157686598,中性,0.0,0.0,0.0,0.0,1.0,0.2,交通
